#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1770	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1771	US|1.0000|BOLD:ABY4552_KF807737;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Geometridae,g:Idaea,s:Idaea fuscovenosa	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1772	US|1.0000|BOLD:ACV9636_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1773	GS|100.0|BOLD:ABX4123_KR148670;k:Animalia,p:Arthropoda,c:Insecta,o:Psocodea,f:Peripsocidae,g:Peripsocus,s:Peripsocus madidus	k:Animalia,p:Arthropoda,c:Insecta,o:Psocodea,f:Peripsocidae,g:Peripsocus,s:Peripsocus madidus	k:Animalia,p:Arthropoda,c:Insecta,o:Psocodea,f:Peripsocidae,g:Peripsocus,s:Peripsocus madidus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1774	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Blattodea	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Blattodea
OTU1775	US|1.0000|BOLD:AAL5908_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU1776	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU1777	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Cichliformes	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Actinopterygii,o:Cichliformes
OTU1778	US|1.0000|None;k:Animalia,p:Arthropoda,c:Arachnida,o:Sarcoptiformes	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Arachnida,o:Sarcoptiformes
OTU1779	US|1.0000|BOLD:ACN0401_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1780	US|1.0000|BOLD:AAJ4096_KR378843;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Neuroptera,f:Sisyridae,g:Climacia,s:Climacia areolaris	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1781	US|1.0000|None;k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae
OTU1782	US|1.0000|BOLD:ACG8834_KX281242;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Nepticulidae,g:Stigmella,s:Stigmella argentifasciella	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1783	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1784	GS|100.0|BOLD:AAG8975_KR342139;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Acanthosomatidae,g:Elasmucha,s:Elasmucha lateralis	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Acanthosomatidae,g:Elasmucha,s:Elasmucha lateralis	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1785	US|1.0000|None;k:Animalia,p:Chordata,c:Aves,o:Charadriiformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Aves,o:Charadriiformes
OTU1786	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1787	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Trichoptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Trichoptera
OTU1788	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU1789	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU1790	US|1.0000|None;k:Animalia,p:Chordata,c:Amphibia,o:Anura	No hit	k:Animalia	k:Animalia,p:Chordata,c:Amphibia,o:Anura
OTU1791	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU1792	US|1.0000|None;k:Animalia,p:Chordata,c:Holocephali,o:Chimaeriformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Holocephali,o:Chimaeriformes
OTU1793	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1794	US|1.0000|None;k:Animalia,p:Chordata,c:Amphibia,o:Anura	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Chordata,c:Amphibia,o:Anura
OTU1795	SS|0.9900|BOLD:AAG2885_KR033817;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Cicadellidae,g:Colladonus,s:Colladonus clitellarius	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Cicadellidae,g:Colladonus,s:Colladonus clitellarius	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Cicadellidae,g:Colladonus,s:Colladonus clitellarius	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera
OTU1796	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera
OTU1797	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1798	US|1.0000|None;k:Animalia,p:Arthropoda,c:Chilopoda,o:Geophilomorpha	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Chilopoda,o:Geophilomorpha
OTU1799	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera
OTU1800	US|1.0000|None;k:Animalia,p:Chordata,c:Aves,o:Passeriformes	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Aves,o:Passeriformes
OTU1801	GS|100.0|BOLD:AAH8545_KR572230;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Miridae,g:Agnocoris,s:Agnocoris pulverulentus	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Miridae,g:Agnocoris,s:Agnocoris pulverulentus	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta
OTU1802	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1803	US|1.0000|BOLD:ACR1261_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Bolitophilidae,g:Bolitophila,s:Bolitophila saundersii	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1804	US|1.0000|None;k:Animalia,p:Arthropoda,c:Arachnida,o:Sarcoptiformes	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Arachnida,o:Sarcoptiformes
OTU1805	US|1.0000|BOLD:ACX3932_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU1806	US|1.0000|None;k:Animalia,p:Chordata,c:Amphibia,o:Anura	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Chordata,c:Amphibia,o:Anura
OTU1807	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1808	US|1.0000|BOLD:AAG1760_MF885890;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Muscidae,g:Hydrotaea,s:Hydrotaea floccosa	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU1809	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera
OTU1810	GS|98.3|BOLD:AAP2994_KR157846;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1811	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1812	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1813	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Ovalentaria	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Ovalentaria
OTU1814	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU1815	US|1.0000|None;k:Animalia,p:Chordata,c:Reptilia,o:Squamata	No hit	k:Animalia	k:Animalia,p:Chordata,c:Reptilia,o:Squamata
OTU1816	US|1.0000|BOLD:ABW7927_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Muscidae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1817	US|1.0000|BOLD:ABY3312_NA;k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae
OTU1818	US|1.0000|BOLD:ACW9120_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1819	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes
OTU1820	US|1.0000|None;k:Animalia,p:Chordata,c:Aves,o:Piciformes	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Aves,o:Piciformes
OTU1821	GS|100.0|BOLD:AAG2734_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ephydridae,g:Paracoenia,s:Paracoenia bisetosa	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ephydridae,g:Paracoenia,s:Paracoenia bisetosa	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ephydridae,g:Paracoenia,s:Paracoenia bisetosa	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1822	GS|100.0|BOLD:AAB6713_MG058549;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Psephenidae,g:Psephenus,s:Psephenus herricki	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Psephenidae,g:Psephenus,s:Psephenus herricki	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Psephenidae,g:Psephenus,s:Psephenus herricki	k:Animalia,p:Arthropoda,c:Insecta,o:Trichoptera
OTU1823	US|1.0000|BOLD:ACB7013_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU1824	US|1.0000|BOLD:AAY9381_KM021747;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Rhyparochromidae,g:Eremocoris,s:Eremocoris plebejus	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1825	US|1.0000|BOLD:AAZ2089_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Thyreocoridae,g:Galgupha	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1826	US|1.0000|BOLD:AAG1760_KR968461;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Muscidae,g:Hydrotaea,s:Hydrotaea floccosa	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU1827	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1828	US|1.0000|BOLD:ACT2960_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1829	GS|98.3|BOLD:AAB5484_JN200603;k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera,f:Leuctridae,g:Leuctra,s:Leuctra duplicata	k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera,f:Leuctridae,g:Leuctra,s:Leuctra duplicata	k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera,f:Leuctridae,g:Leuctra,s:Leuctra duplicata	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU1830	US|1.0000|BOLD:AAJ9510_JF459104;k:Animalia,p:Chordata,c:Mammalia,o:Rodentia	k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Atelidae,g:Ateles,s:Ateles paniscus	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Mammalia,o:Rodentia
OTU1831	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera
OTU1832	GS|99.3|BOLD:ACD8765_KT622809;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae,g:Gymnopternus,s:Gymnopternus spectabilis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae,g:Gymnopternus,s:Gymnopternus spectabilis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae,g:Gymnopternus,s:Gymnopternus spectabilis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1833	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1834	GS|100.0|BOLD:AAI1307_JN198676;k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera,f:Leuctridae,g:Leuctra	k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera,f:Leuctridae,g:Leuctra	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera
OTU1835	US|1.0000|BOLD:ACJ9547_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Nepticulidae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1836	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1837	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1838	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1839	GS|100.0|BOLD:AAD9013_KT138272;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Cosmopterigidae,g:Cosmopterix,s:Cosmopterix pulchrimella	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Cosmopterigidae,g:Cosmopterix,s:Cosmopterix pulchrimella	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1840	US|1.0000|None;k:Animalia,p:Chordata,c:Amphibia,o:Anura	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Amphibia,o:Anura
OTU1841	US|1.0000|None;k:Animalia,p:Chordata,c:Reptilia,o:Squamata	No hit	k:Animalia	k:Animalia,p:Chordata,c:Reptilia,o:Squamata
OTU1842	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Myctophiformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Myctophiformes
OTU1843	US|1.0000|BOLD:ABW2929_KR568362;k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Cicadellidae,g:Empoasca	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae
OTU1844	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1845	GS|98.8|BOLD:AAG5515_MF710740;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1846	US|1.0000|None;k:Animalia,p:Chordata,c:Amphibia,o:Anura	No hit	k:Animalia	k:Animalia,p:Chordata,c:Amphibia,o:Anura
OTU1847	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1848	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Thysanoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Thysanoptera
OTU1849	US|1.0000|None;k:Animalia,p:Chordata,c:Mammalia,o:Chiroptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Chordata,c:Mammalia,o:Chiroptera
OTU1850	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes
OTU1851	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU1852	US|1.0000|BOLD:AAU7126_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Cleridae,g:Isohydnocera,s:Isohydnocera curtipennis	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU1853	US|1.0000|BOLD:ACA4127_KF226267;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Lycaenidae,g:Allotinus,s:Allotinus leogoran	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1854	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Callionymiformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Callionymiformes
OTU1855	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1856	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1857	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1858	US|1.0000|None;k:Animalia,p:Chordata,c:Aves,o:Psittaciformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Aves,o:Psittaciformes
OTU1859	GS|100.0|BOLD:AAF7101_HQ979161;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Fanniidae,g:Fannia,s:Fannia canicularis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Fanniidae,g:Fannia,s:Fannia canicularis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Fanniidae,g:Fannia,s:Fannia canicularis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1860	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU1861	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU1862	US|1.0000|BOLD:AAN4488_KP845857;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Thysanoptera,f:Phlaeothripidae,g:Haplothrips,s:Haplothrips tenuipennis	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1863	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU1864	US|1.0000|None;k:Animalia,p:Arthropoda,c:Malacostraca,o:Decapoda	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Malacostraca,o:Decapoda
OTU1865	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera
OTU1866	GS|100.0|BOLD:AAV0929_MG168734;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Admontia,s:Admontia degeerioides	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Admontia,s:Admontia degeerioides	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Admontia,s:Admontia degeerioides	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1867	GS|100.0|BOLD:AAG6756_KR745587;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sarcophagidae,g:Boettcheria,s:Boettcheria cimbicis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sarcophagidae,g:Boettcheria,s:Boettcheria cimbicis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sarcophagidae,g:Boettcheria,s:Boettcheria cimbicis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1868	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1869	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1870	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Kurtiformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Kurtiformes
OTU1871	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1872	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Chordata	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU1873	US|1.0000|BOLD:ACF5267_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tabanidae,g:Philipotabanus	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU1874	GS|100.0|BOLD:ACB9399_KT703370;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Parachironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Parachironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Parachironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU1875	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
