sampleID	parental_investment_proj	band	species	location	site	nest	year	age	sex	experiment	treatment	capture_date	cap_doy	cap_num	age	mass	bhead	fwing	sseries_type	cort1_raw	cort1_correct	glucose1	buty	cort2_raw	cort2_correct	glucose2	inject1_type	inject1_dose	inject2_type	inject2_dose	cort3_raw	cort3_correct	glucose3	fate	micro_nb	blood_nb	bolus_nb	lifetag_nb	Notes
	no	281174226	TRES	Ithaca	TurkeyHill	50	2020	Nestling				6/18/20	170	1	12	15.8	24.1	39																Died		200280			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174227	TRES	Ithaca	TurkeyHill	31	2020	Nestling				6/18/20	170	1	12	24.7	27.4	56																Fledged		200272			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174228	TRES	Ithaca	TurkeyHill	31	2020	Nestling				6/18/20	170	1	12	24.4	26.3	62																Fledged		200273			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174229	TRES	Ithaca	TurkeyHill	31	2020	Nestling				6/18/20	170	1	12	25.8	26.5	64																Fledged		200274			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174253	TRES	Ithaca	TurkeyHill	69	2020	Nestling				6/19/20	171	1	12	24.1	26.3	51																Fledged		200300			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174254	TRES	Ithaca	TurkeyHill	69	2020	Nestling				6/19/20	171	1	12	21.2	25.7	48																Fledged		200301			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174255	TRES	Ithaca	TurkeyHill	69	2020	Nestling				6/19/20	171	1	12	22.6	26.2	52																Fledged		200302			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174256	TRES	Ithaca	TurkeyHill	69	2020	Nestling				6/19/20	171	1	12	20.5	25.8	44																Fledged		200303			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174257	TRES	Ithaca	TurkeyHill	69	2020	Nestling				6/19/20	171	1	12	20.2	26.1	48																Fledged		200304			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174288	TRES	Ithaca	TurkeyHill	9	2020	Nestling				6/21/20	173	1	12	20.3	26.8	59																Fledged		200320			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174289	TRES	Ithaca	TurkeyHill	9	2020	Nestling				6/21/20	173	1	12	22	26.7	51																Fledged		200321			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174290	TRES	Ithaca	TurkeyHill	9	2020	Nestling				6/21/20	173	1	12	22.3	26.1	50																Fledged		200322			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174291	TRES	Ithaca	TurkeyHill	9	2020	Nestling				6/21/20	173	1	12	19.4	23.6	39																Fledged		200323			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174292	TRES	Ithaca	TurkeyHill	9	2020	Nestling				6/21/20	173	1	12	22.4	26.8	59																Fledged		200324			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174925	TRES	Ithaca	TurkeyHill	48	2020	Nestling				6/17/20	169	1	12	21.9	24.7	40																Fledged		200263			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174926	TRES	Ithaca	TurkeyHill	48	2020	Nestling				6/17/20	169	1	12	13.5	24.3	41																Fledged		200264			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174927	TRES	Ithaca	TurkeyHill	48	2020	Nestling				6/17/20	169	1	12	19.6	25.5	46																Fledged		200265			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174928	TRES	Ithaca	TurkeyHill	48	2020	Nestling				6/17/20	169	1	12	22.6	26.1	50																Fledged		200266			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174929	TRES	Ithaca	TurkeyHill	48	2020	Nestling				6/17/20	169	1	12	21.9	26.1	53																Fledged		200267			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174933	TRES	Ithaca	TurkeyHill	137	2020	Nestling				6/22/20	174	1	12	19.4	25.1	52																Fledged		200687			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174934	TRES	Ithaca	TurkeyHill	137	2020	Nestling				6/22/20	174	1	12	21.6	27.2	53																Fledged		200688			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174935	TRES	Ithaca	TurkeyHill	137	2020	Nestling				6/22/20	174	1	12	19.3	26.4	58		4.92	5.25			28.19	30.05						4.47	4.77		Fledged		200689			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174947	TRES	Ithaca	TurkeyHill	101	2020	Nestling				6/23/20	175	1	12	23.9	27	57																Fledged		200739			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174948	TRES	Ithaca	TurkeyHill	101	2020	Nestling				6/23/20	175	1	12	21.5	25.4	57																Fledged		200740			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174949	TRES	Ithaca	TurkeyHill	101	2020	Nestling				6/23/20	175	1	12	22.3	25.5	53																Fledged		200741			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174950	TRES	Ithaca	TurkeyHill	101	2020	Nestling				6/23/20	175	1	12	20.3	25.7	49																Fledged		200742			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174951	TRES	Ithaca	TurkeyHill	56	2020	Nestling				6/23/20	175	1	12	20.3	26.6	57																Fledged		200702			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174952	TRES	Ithaca	TurkeyHill	56	2020	Nestling				6/23/20	175	1	12	22.6	27	61																Fledged		200703			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174953	TRES	Ithaca	TurkeyHill	56	2020	Nestling				6/23/20	175	1	12	21	26.5	51																Fledged		200704			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174954	TRES	Ithaca	TurkeyHill	56	2020	Nestling				6/23/20	175	1	12	23.1	26.6	54																Fledged		200737			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174955	TRES	Ithaca	TurkeyHill	56	2020	Nestling				6/23/20	175	1	12	20.5	26.7	56																Fledged		200738			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174961	TRES	Ithaca	TurkeyHill	32	2020	Nestling				6/25/20	177	1	12	20.1	25.4	57																Fledged		200749			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174962	TRES	Ithaca	TurkeyHill	32	2020	Nestling				6/25/20	177	1	12	18	25.2	46																Fledged		200750			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174963	TRES	Ithaca	TurkeyHill	32	2020	Nestling				6/25/20	177	1	12	18.2	25.5	51																Fledged		200751			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174964	TRES	Ithaca	TurkeyHill	32	2020	Nestling				6/25/20	177	1	12	20.6	25.2	44																Fledged		200752			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174965	TRES	Ithaca	TurkeyHill	32	2020	Nestling				6/25/20	177	1	12	18.5	25.6	51																Fledged		200753			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174983	TRES	Ithaca	TurkeyHill	123	2020	Nestling				6/28/20	180	1	12	23.2	26.2	48																Fledged		200783			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174984	TRES	Ithaca	TurkeyHill	123	2020	Nestling				6/28/20	180	1	12	21.3	26.6	55																Fledged		200784			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174985	TRES	Ithaca	TurkeyHill	123	2020	Nestling				6/28/20	180	1	12	24.3	27.2	66																Fledged		200785			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	281174986	TRES	Ithaca	TurkeyHill	123	2020	Nestling				6/28/20	180	1	12	22.3	26.7	65																Fledged		200786			"Any fecal samples for these nestlings are noted in the ""L20Nxxx"" log since they were collected on multiple days."
	no	272106628	TRES	Ithaca	Unit_1	47	2020	Adult	M	CortDose	Mate_Cort	6/19/20	171	1	AHY	22	29	118																		200297			
	no	272107009	TRES	Ithaca	Unit_1	371	2020	Adult	M			6/6/20	158	1	AHY	22.5	29.3	124																		200130			
	no	281174314	TRES	Ithaca	Unit_1	343	2020	Adult	M			6/20/20	172	1	AHY		29.2	122																		200596			
	no	281174586	TRES	Ithaca	Unit_1	16	2020	Adult	M	CortDose	Mate_Cort	6/19/20	171	1	AHY	19.5	29.3	121																		200295			
P20N067	no	281128435	TRES	Ithaca	Unit_1	104	2020	Adult	M	CortDose	Mate_Cort	6/3/20	155	1	AHY	21	29.3	114	B																M20N093	200097			
P20N086	no	240150390	TRES	Ithaca	Unit_1	350	2020	Adult	M			6/5/20	157	1	AHY	20.25	27	115																		200122			
P20N101	no	240150395	TRES	Ithaca	Unit_1	309	2020	Adult	M			6/7/20	159	1	AHY	20	28	123																		200140			
P20N110	no	240150398	TRES	Ithaca	Unit_1	437	2020	Adult	M			6/8/20	160	1	AHY																					200151			
P20N111	no	240151291	TRES	Ithaca	Unit_1	303	2020	Adult	M			6/8/20	160	1	AHY	21	28.4	115																		200152			
P20N128	no	281174101	TRES	Ithaca	Unit_1	94	2020	Adult	M	CortDose	Mate_Control	6/10/20	162	1	AHY	19	28.4	120																		200184			
P20N130	no	272106615	TRES	Ithaca	Unit_1	134	2020	Adult	M	CortDose	Mate_Control	6/10/20	162	1	AHY	20.5	28.7	120																		200186			
P20N133	no	281174102	TRES	Ithaca	Unit_1	81	2020	Adult	M	CortDose	Mate_Control	6/10/20	162	1	AHY	20	28.5	121																		200192			
P20N142	no	281174103	TRES	Ithaca	Unit_1	51	2020	Adult	M	CortDose	Mate_Cort	6/11/20	163	1	AHY	21.75	30	125																		200202			
P20N154	no	281174106	TRES	Ithaca	Unit_1	369	2020	Adult	M			6/11/20	163	1	AHY	20	28.7	118																		200218			
P20N159	no	281128570	TRES	Ithaca	Unit_1	125	2020	Adult	M	CortDose	Mate_Control	6/13/20	165	1	AHY	20.5	28.6	122																		200226	B20N017		
P20N163	no	281174108	TRES	Ithaca	Unit_1	32	2020	Adult	M	CortDose	Mate_Cort	6/13/20	165	1	AHY	19.5	28.5	115																		200230	B20N020		
P20N165	no	281174115	TRES	Ithaca	Unit_1	61	2020	Adult	M	CortDose	Mate_Control	6/14/20	166	1	AHY	18.75	28.4	120																		200233			
P20N174	no	281174138	TRES	Ithaca	Unit_1	12	2020	Adult	M	CortDose	Mate_Cort	6/16/20	168	1	AHY	19.25	29.2	121																		200247			
P20N183	no	281174585	TRES	Ithaca	Unit_1	9	2020	Adult	M	CortDose	Mate_Control	6/19/20	171	1	AHY	20	28.8	118																		200293			
P20N191	no	281174443	TRES	Ithaca	Unit_1	77	2020	Adult	M	CortDose	Mate_Cort	6/23/20	175	1	AHY	20	28.9	118																		200701			
	no	88004661	TRES	Ithaca	Unit_1	338	2019	Adult	M			6/8/19	159	1	AHY	21.75	28.7	120	B_S																	190205			
	no	212110299	TRES	Ithaca	Unit_1	357	2019	Adult	M			6/19/19	170	1	AHY	18.75	28.2	123																		190635			
	no	232146969	TRES	Ithaca	Unit_1	430	2019	Adult	M			6/12/19	163	1	AHY	20.25	29	118	B_S																	190298			
	no	239152880	TRES	Ithaca	Unit_1	305	2019	Adult	M			6/5/19	156	1	AHY	19.75	28.3	121	B_S	2.98	3.15														M19N152	190160			
	no	240151665	TRES	Ithaca	Unit_1	437	2019	Adult	M			6/9/19	160	1	AHY	21.75	27.8	124	B_S_D																	190222			
	no	262125963	TRES	Ithaca	Unit_1	380	2019	Adult	M			6/8/19	159	1	AHY	22.5	28.1	116	B_S_D																	190203			
	no	263114394	TRES	Ithaca	Unit_1	363	2019	Adult	M			6/8/19	159	1	AHY	22	28.3	120	B_S_D																	190202			
	no	272107345	TRES	Ithaca	Unit_1	311	2019	Adult	M			6/9/19	160	1	AHY	20.75	28.4	118																		190223			
	no	281128655	TRES	Ithaca	Unit_1	370	2019	Adult	M			6/19/19	170	1	AHY	21.5	29.2	119																		190642			
	no	281128657	TRES	Ithaca	Unit_1	314	2019	Adult	M			6/19/19	170	1	AHY	20	28.4	115																		190643			
P19N043	no	278172226	TRES	Ithaca	Unit_1	315	2019	Adult	M			5/28/19	148	1	AHY	21.75	29.1	123	B_S	2.32	2.45			18.3	19.35											190055			"Before incubation or during incubation 
accidentally captured male instead of female"
P19N045	no	263113947	TRES	Ithaca	Unit_1	433	2019	Adult	M			5/28/19	148	1	AHY	19.75	28	121	B_S					15.58	16.48											190057			
P19N118	no	263113771	TRES	Ithaca	Unit_1	349	2019	Adult	M			6/4/19	155	1	AHY	19	27.8	120	B_S	0.45	0.48			50.47	53.38										M19N146	190154			
P19N130	no	281128708	TRES	Ithaca	Unit_1	306	2019	Adult	M			6/6/19	157	1	AHY	20.5	28.3	117	B_S	0	0.47														M19N160	190168			
P19N152	no	278172236	TRES	Ithaca	Unit_1	345	2019	Adult	M			6/8/19	159	1	AHY	18.5	27.8	118	B_S_D					24.69	26.11										M19N184	190197			
P19N156	no	262125987	TRES	Ithaca	Unit_1	421	2019	Adult	M			6/8/19	159	1	AHY	20.25	28.3	120	B_S_D																	190204			
P19N157	no	262125449	TRES	Ithaca	Unit_1	105	2019	Adult	M	Color_Stressor	Mate_Predator_Dull	6/9/19	160	1	AHY	21	27.9	122	B_S_D	8.07	8.53	206		21.72	22.97	242	Dex	9.5			11.97	12.66	272		M19N187	190206			
P19N164	no	278172237	TRES	Ithaca	Unit_1	335	2019	Adult	M			6/9/19	160	1	AHY	20	28.8	122	B_S_D	0.33	0.47			37.92	40.1										M19N195	190214			
P19N165	no	263113914	TRES	Ithaca	Unit_1	423	2019	Adult	M			6/9/19	160	1	AHY	20.5	28.6	122	B_S_D	2.95	3.12			43.2	45.69										M19N196	190215			2017 LIFETAG REMOVED LOST ANTENNA
P19N180	no	272106628	TRES	Ithaca	Unit_1	47	2019	Adult	M	Color_Stressor	Mate_Control_Control	6/10/19	161	1	AHY	21.5	29	120	B_S_D	5.19	5.49	201		25.25	26.7	215	Dex	10			12.96	13.7	209		M19N207	190232			
P19N181	no	262125966	TRES	Ithaca	Unit_1	81	2019	Adult	M	Color_Stressor	Mate_Control_Control	6/10/19	161	1	AHY	21.5	29.2	123	B_S_D	2.3	2.44	164		52.09	55.09	197	Dex	10			14.06	14.87	260		M19N208	190233			
P19N210	no	278172238	TRES	Ithaca	Unit_1	360	2019	Adult	M			6/12/19	163	1	AHY	20	28.8	121	B_S	2.46	2.61			38.35	40.55											190279			
P19N211	no	278172239	TRES	Ithaca	Unit_1	427	2019	Adult	M			6/12/19	163	1	AHY	19	28.5	119	B_S	2.06	2.18			29.69	31.4											190280			
P19N212	no	272107009	TRES	Ithaca	Unit_1	301	2019	Adult	M			6/12/19	163	1	AHY	20.5	29.4	128																		190281			Male  just for lysis and telomere
P19N218	no	272107634	TRES	Ithaca	Unit_1	90	2019	Adult	M	Color_Stressor	Mate_Predator_Dull	6/12/19	163	1	AHY	20.5	29	118																		190290			
P19N321	no	281128653	TRES	Ithaca	Unit_1	58	2019	Adult	M	Color_Stressor	Mate_Predator_Control	6/17/19	168	1	AHY	17.5	28.8	120	B_S_D	10.22	10.8	199		38.44	40.66	237	Dex	8			28.22	29.84	259		M19N287	190531			
P19N339	no	240151291	TRES	Ithaca	Unit_1	302	2019	Adult	M			6/17/19	168	1	AHY	19.75	28.8	115	B_S																	190563			
P19N341	no	272107529	TRES	Ithaca	Unit_1	86	2019	Adult	M	Color_Stressor	Mate_Predator_Control	6/18/19	169	1	AHY	19.25	27.8	121	B_S_D	0	0.47	241		37.05	39.18	253	Dex	8.5			8.32	8.8	221		M19N295	190565			
P19N373	no	240150159	TRES	Ithaca	Unit_1	308	2019	Adult	M			6/19/19	170	1	AHY	19.25	29	121																		190636			
P19N379	no	281128656	TRES	Ithaca	Unit_1	393	2019	Adult	M			6/19/19	170	1	AHY	20.5	29.5	119	B_S																	190644			RFID is new but number is not provided on data sheet
P19N404	no	278171893	TRES	Ithaca	Unit_1	83	2019	Adult	M			6/21/19	172	1	AHY	18.5	29	117	B_S_D	0	0.47	211		34.71	36.7	279	Dex	8.5			18.17	19.21	247		M19N318	190702			
P19N423	no	272108042	TRES	Ithaca	Unit_1	329	2019	Adult	M			6/22/19	173	1	AHY	16.75	29.6	118																		190738			
P19N424	no	281128523	TRES	Ithaca	Unit_1	319	2019	Adult	M			6/22/19	173	1	AHY	15.75	29.2	120																		190739			
P19N494	no	278171397	TRES	Ithaca	Unit_1	79	2019	Adult	M			6/29/19	180	1	AHY	20	29.2	117	B_S_D	0.92	0.98															190867			
P19N501	no	169139088	TRES	Ithaca	Unit_1	19	2019	Adult	M			7/3/19	184	1	AHY	22	28.9	115		5.06	6.45	252														190878			
	no	212110278	TRES	Ithaca	Unit_1	350	2020	Adult	F	Validation	BCC	5/23/20	144	1	ASY	25	27.5	115	B_C_C	1.01	1.09			23.83	25.4		Saline	11.5	Saline	5.5	21.55	22.98			M20N001	200005			
	no	240150388	TRES	Ithaca	Unit_1	12	2020	Adult	F	CortDose	Cort	6/5/20	157	1	ASY	22.25	28.8	118	B_D_A	30.43	32.44			10.3	10.98		Dex	10	ACTH	5.5	14.51	15.47			M20N107	200112			
	no	240150388	TRES	Ithaca	Unit_1	12	2020	Adult	F	CortDose	Cort	6/16/20	168	2	ASY	19	28.6	115	B_D_A	14.23	15.17			12.69	13.53		Dex	8.5	ACTH	5.5	23.59	25.14			M20N192	200246			
	no	272107378	TRES	Ithaca	Unit_1	309	2020	Adult	F	Validation	BCA	5/24/20	145	1	ASY	24	27.3	113	B_C_A	0.94	1			9.53	10.16		Saline	11	ACTH	5.5	77.61	82.73			M20N004	200008			
	no	281128701	TRES	Ithaca	Unit_1	371	2020	Adult	F	Validation	BDC	5/24/20	145	1	ASY	23.75	28.7	115	B_D_C	0.91	0.98			8.98	9.58		Dex	11	Saline	5.5	10.05	10.72			M20N005	200009			
P20N004	no	278172095	TRES	Ithaca	Unit_1	303	2020	Adult	F	Validation	BDA	5/26/20	147	1	ASY	24	27.6	123	B_D_A	0.25	0.48			7.03	7.49		Dex	11	ACTH	5.5	17.97	19.16			M20N007	200011			
P20N005	no	240150376	TRES	Ithaca	Unit_1	422	2020	Adult	F	Validation	BCC	5/26/20	147	1	ASY	25	28.2	118	B_C_C	0.51	0.54			17.8	18.98		Saline	11.5	Saline	5.5	7.12	7.6			M20N008	200012			
P20N010	no	240150377	TRES	Ithaca	Unit_1	81	2020	Adult	F	CortDose	Control	5/27/20	148	1	ASY	23.25	27.7	115	B_D_A	1.37	1.46			7.71	8.22		Dex	10.5	ACTH	5.5	11.17	11.91			M20N013	200017			
P20N011	no	278172150	TRES	Ithaca	Unit_1	366	2020	Adult	F	Validation	BDC	5/27/20	148	1	ASY	22.5	28.4	117	B_D_C	0.1	0.48			7.75	8.27		Dex	10.5	Saline	5.5	4.81	5.13			M20N014	200018			
P20N014	no	240150378	TRES	Ithaca	Unit_1	319	2020	Adult	F	Validation	BCC	5/28/20	149	1	ASY	23	28	111	B_C_C	0.86	0.93			23.33	24.87		Saline	10.5	Saline	5.5	17.95	19.14			M20N020	200024			
P20N015	no	212110288	TRES	Ithaca	Unit_1	338	2020	Adult	F	Validation	BCA	5/28/20	149	1	ASY	22	27.7	116	B_C_A	0.61	0.65			6.32	6.74		Saline	10	ACTH	5.5	48.74	51.96			M20N021	200025			
P20N027	no	281128705	TRES	Ithaca	Unit_1	318	2020	Adult	F	Validation	BDC	5/29/20	150	1	ASY	25.75	28.9	118	B_D_C	0.29	0.48			8.7	9.27		Dex	12	Saline	5.5	7.09	7.56			M20N036	200040			
P20N028	no	278172096	TRES	Ithaca	Unit_1	348	2020	Adult	F	Validation	BDA	5/29/20	150	1	ASY	25.5	28.1	110	B_D_A	0.31	0.48			5.78	6.17		Dex	11.5	ACTH	5.5	13.01	13.87			M20N037	200041			
P20N029	no	232146953	TRES	Ithaca	Unit_1	364	2020	Adult	F	Validation	BCC	5/29/20	150	1	ASY	24	28.4	117	B_C_C	0.3	0.48			13	14.93		Saline	11	Saline	5.5	12.55	13.38			M20N038	200042			
P20N034	no	156181153	TRES	Ithaca	Unit_1	369	2020	Adult	F	Validation	BCC	5/30/20	151	1	ASY	24	28.1	114	B_C_C	2.71	2.9			3.54	3.78		Saline	11	Saline	5.5	11.1	11.83			M20N046	200050			
P20N035	no	88004749	TRES	Ithaca	Unit_1	381	2020	Adult	F	Validation	BDC	5/30/20	151	1	ASY	24.25	28.3	120	B_D_C	1.06	1.13			12.83	13.68		Dex	11	Saline	5.5	12.88	13.73			M20N047	200051			
P20N040	no	278172231	TRES	Ithaca	Unit_1	305	2020	Adult	F	Validation	BCA	5/30/20	151	1	ASY	22.75	28	114	B_C_A	4.2	4.48			19.53	20.82		Saline	10.5	ACTH	5.5	52.37	55.82			M20N052	200056			
P20N044	no	272107790	TRES	Ithaca	Unit_1	330	2020	Adult	F	Validation	BDA	5/31/20	152	1	ASY	22.5	28	120	B_D_A	1.46	1.57			7.47	7.97		Dex	10.5	ACTH	5.5	18.71	19.95			M20N065	200069			
P20N051	no	278172151	TRES	Ithaca	Unit_1	343	2020	Adult	F	Validation	BCC	6/1/20	153	1	ASY	20.25	28.2	116	B_C_C	3.06	3.26			2.42	2.59		Saline	9	Saline	5.5	26.74	28.5			M20N073	200077			
P20N052	no	281128704	TRES	Ithaca	Unit_1	353	2020	Adult	F	Validation	BDA	6/1/20	153	1	ASY	22	27.8	121	B_D_A	2.96	3.16			19.45	20.73		Dex	10	ACTH	5.5	33.22	35.41			M20N074	200078			
P20N074	no	281128703	TRES	Ithaca	Unit_1	312	2020	Adult	F	Validation	BCA	6/4/20	156	1	ASY	23.25	28.3	114	B_C_A	0.15	0.48			18.64	19.88		Saline	10.5	ACTH	5.5	48.4	51.59			M20N100	200104			
P20N109	no	240150377	TRES	Ithaca	Unit_1	81	2020	Adult	F	CortDose	Control	6/8/20	160	2	ASY	20.5	28.2	116	B_D_A	2.1	2.24			11.56	12.33		Dex	9.5	ACTH	5.5	16.39	17.48			M20N136	200150	B20N004		
P20N114	no	240150399	TRES	Ithaca	Unit_1	432	2020	Adult	F	Validation	BDC	6/9/20	161	1	ASY	21	27.8	112	B_D_C	0.51	0.55			14.94	15.93		Dex	9.5	ACTH	5.5	16.25	17.32			M20N139	200155			
P20N127	no	281128451	TRES	Ithaca	Unit_1	94	2020	Adult	F	CortDose	Control	6/10/20	162	2	ASY	20	27.5	110	B_D_A	2.61	2.79			8.68	9.25		Dex	9	ACTH	5.5	16.39	17.47			M20N157	200183			
	no	88004749	TRES	Ithaca	Unit_1	380	2019	Adult	F			5/24/19	144	1	ASY	22.75	29.2	121		1.56	1.65			60.55	64.04										M19N021	190024			
	no	212110294	TRES	Ithaca	Unit_1	90	2019	Adult	F	Color_Stressor	Predator_Dull	6/3/19	154	2	ASY	19			B_S_D	1.01	0.51	218													M19N128	190136			
	no	272107790	TRES	Ithaca	Unit_1	435	2019	Adult	F			6/3/19	154	1	ASY	22.5	28.7	118	B_S	0.47	0.5			44.16	46.71										M19N130	190138			
	no	272107809	TRES	Ithaca	Unit_1	81	2019	Adult	F	Color_Stressor	Control_Control	5/29/19	149	1	ASY	22	27.5	117	B_S_D	0	0.47	196		41.96	44.37	256	Dex	10			11.75	12.43	278		M19N052	190058			
	no	272107809	TRES	Ithaca	Unit_1	81	2019	Adult	F	Color_Stressor	Control_Control	6/3/19	154	2	ASY	21.25			B_S_D	2.51	2.65	195													M19N129	190137			
	no	278172096	TRES	Ithaca	Unit_1	421	2019	Adult	F			5/24/19	144	1	ASY	23.75	28.3	112	B_S_D	1.88	1.99			38.89	41.13										M19N020	190023			
	no	278172227	TRES	Ithaca	Unit_1	345	2019	Adult	F			5/28/19	148	1	ASY	22.5	28.5	116	B_S	2.61	2.76														M19N050	190054			
P19N006	no	212110278	TRES	Ithaca	Unit_1	349	2019	Adult	F			5/21/19	141	1	ASY	21.75	28.7	115	B_S	6.1	1.36	193		50.32	53.21	189									M19N008	190008			
P19N025	no	212110285	TRES	Ithaca	Unit_1	335	2019	Adult	F			5/26/19	146	1	ASY	25	28.8	115	B_S	1.6	0.47			21.54	22.78										M19N030	190034			
P19N031	no	262125490	TRES	Ithaca	Unit_1	311	2019	Adult	F			5/27/19	147	1	ASY	23	27.8	120	B_S		0.47			9.69	10.25										M19N036	190040			
P19N032	no	232146942	TRES	Ithaca	Unit_1	423	2019	Adult	F			5/27/19	147	1	ASY	21	29.1	117	B_S	0.2	0.47			22.27	23.55										M19N037	190041			
P19N033	no	212110288	TRES	Ithaca	Unit_1	338	2019	Adult	F			5/27/19	147	1	ASY	21	27.8	116	B_S	0.2	1.32			31.84	33.67										M19N038	190042			
P19N044	no	278172225	TRES	Ithaca	Unit_1	433	2019	Adult	F			5/28/19	148	1	ASY	24	29.3	113	B_S					18.7	19.78										M19N051	190056			
P19N049	no	212110294	TRES	Ithaca	Unit_1	90	2019	Adult	F	Color_Stressor	Predator_Dull	5/29/19	149	1	ASY	21.5	27.7	114	B_S_D	1.25	1.07	189		23.46	24.81	196	Dex	10			11.99	12.68	196		M19N053	190059			
P19N053	no	272106711	TRES	Ithaca	Unit_1	427	2019	Adult	F			5/29/19	149	1	ASY	21.5	28.4	112	B_S	1.49	1.57			20.67	21.85										M19N064	190071			
P19N054	no	212110281	TRES	Ithaca	Unit_1	315	2019	Adult	F			5/29/19	149	1	ASY	22.5	28.9	115	B_S	1.28	1.69			29.15	30.83										M19N065	190072			
P19N055	no	272107750	TRES	Ithaca	Unit_1	365	2019	Adult	F			5/29/19	149	1	ASY	21.25	28.1	115	B_S	0.93	0.98			35.36	37.39										M19N066	190073			
P19N058	no	272106661	TRES	Ithaca	Unit_1	302	2019	Adult	F			5/30/19	150	1	ASY	20	28.3	114	B_S	18.38	19.43			32.95	34.85										M19N069	190076			
P19N070	no	272107699	TRES	Ithaca	Unit_1	430	2019	Adult	F			5/31/19	151	1	ASY	21.5	29.2	116	B_S	1.19	1.25			27.13	28.69										M19N082	190089			
P19N085	no	281128703	TRES	Ithaca	Unit_1	308	2019	Adult	F			6/1/19	152	1	ASY	23	27.6	115	B_S	29.79	31.5			0	0.47										M19N098	190105			
P19N086	no	272106708	TRES	Ithaca	Unit_1	357	2019	Adult	F			6/1/19	152	1	ASY	24	28.6	115	B_S	0.81	0.86			24.51	25.92										M19N099	190106			
P19N119	no	281128707	TRES	Ithaca	Unit_1	329	2019	Adult	F			6/4/19	155	1	ASY	21.25	28.2	110	B_S	2.96	3.13														M19N147	190155			
